"Nome","Códigos","Bolsa","Último","Compra","Venda","Negociação Estendida","Negociação Estendida (%)","Abertura","Prévio","Máxima","Mínima","Variação","Var%","Vol.","Próximos Balanços","Hora","Valor de Mercado","Receita","Volume Médio (3m)","LPA","Relação P/L","Beta","Dividendo","Rendimento","5 minutos","15 minutos","30 minutos","Hora","5 horas","Diário","Semanal","Mensal","Diário","1 Semana","1 Mês","YTD","1 ano","3 anos"
"CBOE Brazil Etf Volatility",".VXEWZ","CBOE","40,31","-","-","--","--","40,10","28,78","40,99","40,04","-0,73","-1,78%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Compra","Compra Forte","Compra Forte","-1,78%","0,27%","23,20%","49,52%","44,90%","6,78%"
"S&P/B3 Ibovespa VIX",".VXBR","BVMF","25,86","-","-","--","--","26,49","25,86","26,63","25,76","-0,98","-3,65%","-","--","25/03","-","","1","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Neutro","Compra Forte","Compra Forte","-3,65%","-3,65%","22,27%","56,35%","62,03%","-"
"Mini Dólar Futuros","WDOc1","BM&F Bovespa","5.233,50","5,231.50","5,232.00","--","--","5.220,00","5.222,78","5.254,50","5.210,00","-36,56","-0,69%","2,854,329","--","","-","","-","-","-","-","-","-","Compra Forte","Compra","Neutro","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","-0,69%","-0,52%","1,63%","-4,89%","-9,07%","0,25%"
"Mini Ibovespa Futuros","WINc1","BVMF","186.919","186.895","186.900","--","--","186.880","186.919","187.810","185.450","+3.009","+1,64%","21.481.246","--","25/03","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","1,64%","2,74%","-2,58%","14,02%","39,54%","86,64%"
"Ibovespa",".BVSP","BVMF","185.424","-","-","--","--","182.528","185.424","186.401","182.524","+2.915","+1,60%","9.073.992.000","--","25/03","-","","9.695.616.389","-","-","-","-","-","Compra Forte","Compra Forte","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","1,60%","2,86%","-1,78%","15,08%","39,26%","86,04%"
"iShares MSCI Brazil ETF","EWZ","NYSE","37,54","-","-","37,48","--","37,35","37,54","37,80","37,20","+0,87","+2,37%","33.715.863","--","25/03","9.560.000.000","234.390.000","37.991.139","1,21","28,06","0,766","1,6482","4,39%","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","2,37%","2,85%","-3,07%","18,16%","42,58%","43,94%"
"iShares MSCI Brazil Small-Cap ETF","EWZS.O","NASDAQ","14,46","-","-","14,45","--","14,21","14,46","14,51","14,19","+0,57","+4,10%","865.470","--","25/03","329.690.000","","538.246","-","-","-","0,4114","3,21%","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Compra Forte","4,10%","5,09%","-7,14%","11,83%","30,04%","29,45%"
"iShares MSCI Emerging Markets ETF","EEM","NYSE","57,42","-","-","56,51","-1,58%","57,42","57,42","57,77","57,03","+0,90","+1,59%","36.444.042","--","25/03","25.580.000.000","459.550.000","44.222.729","7,32","7,49","0,635","1,2149","2,12%","Neutro","Neutro","Compra Forte","Compra Forte","Neutro","Neutro","Neutro","Compra Forte","1,59%","-0,35%","-8,25%","4,95%","28,74%","49,30%"
"USD/BRL - Dólar Americano Real Brasileiro","USD/BRL - Dólar Americano Real Brasileiro","FX","5,2276","5,2243","5,2259","--","--","5,2338","5,2268","5,2489","5,2042","-0,0061","-0,12%","-","--","17:58:59","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Neutro","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","-0,12%","0,13%","1,89%","-4,57%","-9,01%","0,56%"
"Brasil a 3 meses","BR3MT=RR","BVMF","14,265","14,265","13,995","--","--","14,060","14,080","14,265","14,060","+0,165","+1,17%","-","--","25/03","-","","-","-","-","-","-","-","Neutro","Neutro","Neutro","Neutro","Venda Forte","Venda Forte","Venda","Compra","1,17%","0,56%","-2,62%","-4,84%","-0,40%","4,52%"
"Brasil a 6 meses","BR6MT=RR","BVMF","13,980","13,980","13,880","--","--","13,975","13,895","13,980","13,975","-0,040","-0,29%","-","--","25/03","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","-0,29%","0,18%","-0,75%","-5,09%","-2,78%","2,76%"
"Brasil a 9 meses","BR9MT=RR","BVMF","13,930","13,930","13,870","--","--","14,010","13,930","14,010","13,930","0,000","0,00%","-","--","25/03","-","","-","-","-","-","-","-","Neutro","Neutro","Neutro","Venda","Venda","Neutro","Venda","Neutro","0,00%","-0,92%","2,46%","-3,63%","-5,43%","4,23%"
"Brasil a 1 ano","BR1YT=RR","BVMF","13,790","13,698","13,688","--","--","13,905","13,790","13,905","13,790","0,000","0,00%","-","--","25/03","-","","-","-","-","-","-","-","Venda","Venda","Venda","Neutro","Venda","Compra Forte","Compra Forte","Neutro","0,00%","-0,85%","7,69%","-1,92%","-8,10%","5,39%"
"Brasil a 2 anos","BR2YT=RR","BVMF","13,745","13,712","13,702","--","--","13,855","13,745","13,855","13,745","0,000","0,00%","-","--","25/03","-","","-","-","-","-","-","-","Venda","Venda","Neutro","Venda","Neutro","Compra Forte","Compra Forte","Neutro","0,00%","-0,60%","8,96%","3,07%","-8,82%","10,98%"
"Brasil a 3 anos","BR3YT=RR","BVMF","13,720","13,618","13,608","--","--","13,830","13,720","13,830","13,720","0,000","0,00%","-","--","25/03","-","","-","-","-","-","-","-","Venda","Venda","Venda","Venda","Venda","Compra Forte","Compra Forte","Neutro","0,00%","-0,69%","8,63%","3,70%","-8,20%","14,76%"
"Brasil a 5 anos","BR5YT=RR","BVMF","13,903","13,778","13,773","--","--","13,985","13,903","14,000","13,903","0,000","0,00%","-","--","25/03","-","","-","-","-","-","-","-","Neutro","Neutro","Neutro","Neutro","Neutro","Compra Forte","Compra Forte","Neutro","0,00%","-1,05%","7,32%","2,45%","-6,47%","13,36%"
"Brasil a 8 anos","BR8YT=RR","BVMF","14,055","13,976","13,973","--","--","14,118","14,055","14,145","14,055","0,000","0,00%","-","--","25/03","-","","-","-","-","-","-","-","Venda","Venda","Venda","Venda","Neutro","Compra Forte","Compra Forte","Neutro","0,00%","-0,92%","4,76%","1,30%","-6,21%","10,32%"
"Brasil a 10 anos","BR10YT=RR","BVMF","14,055","13,965","13,945","--","--","14,135","14,055","14,140","14,055","0,000","0,00%","-","--","25/03","-","","-","-","-","-","-","-","Venda","Venda","Venda","Venda","Neutro","Compra Forte","Compra Forte","Neutro","0,00%","-0,99%","4,68%","1,42%","-6,39%","8,91%"
"Tesouro IPCA+ Vencimento em 15/05/2035","NTBP051535=STNC","BVMF","2.142,79","-","-","--","--","2.142,79","2.261,96","2.142,79","2.142,79","+66,54","+3,20%","-","--","","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra","Neutro","3,20%","0,00%","0,00%","2,79%","-0,99%","13,76%"
"Brasil CDS 6 Meses USD","BRGV6MUSAC=R","BVMF","56,94","-1,95","-","--","--","56,94","51,84","56,94","56,94","-0,81","-1,40%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra Forte","-1,40%","14,16%","32,85%","17,39%","11,41%","11,60%"
"Brasil CDS 1 Ano USD","BRGV1YUSAC=R","BVMF","58,77","-3,71","-","--","--","58,77","63,38","58,77","58,77","-1,94","-3,19%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra","-3,19%","3,84%","14,57%","2,38%","-8,03%","-18,41%"
"Brasil CDS 2 Anos USD","BRGV2YUSAC=R","BVMF","69,62","-6,66","-","--","--","69,62","91,38","69,62","69,62","-2,09","-2,91%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Compra","Compra Forte","Venda","-2,91%","2,53%","11,39%","1,95%","-20,52%","-36,10%"
"Brasil CDS 3 Anos USD","BRGV3YUSAC=R","BVMF","88,52","-8,89","-","--","--","88,52","126,79","88,52","88,52","-2,99","-3,27%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Neutro","Neutro","Venda Forte","-3,27%","-0,01%","6,93%","-0,01%","-23,95%","-41,57%"
"Brasil CDS 4 Anos USD","BRGV4YUSAC=R","BVMF","111,69","-10,58","-","--","--","111,69","157,28","111,69","111,69","-3,50","-3,04%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Neutro","Venda","Venda Forte","-3,04%","-0,24%","5,63%","-1,33%","-24,50%","-43,11%"
"Brasil CDS 5 Anos USD","BRGV5YUSAC=R","BVMF","134,98","-11.64","-","--","--","134,98","190,23","134,98","134,98","-4,67","-3,34%","-","--","","-","","-","-","-","-","-","-","","","","","","Venda","Venda Forte","Venda Forte","-3,34%","-1,60%","3,40%","-2,42%","-25,42%","-44,87%"
"Brasil CDS 7 Anos USD","BRGV7YUSAC=R","BVMF","178,21","-13,71","-","--","--","178,21","244,23","178,21","178,21","-5,00","-2,73%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Venda","Venda","Venda Forte","-2,73%","-1,16%","3,51%","-2,58%","-24,21%","-41,25%"
"Brasil CDS 10 Anos USD","BRGV10YUSAC=R","BVMF","219,38","-15,57","-","--","--","219,38","292,17","219,38","219,38","-5,75","-2,55%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Venda Forte","Venda Forte","Venda Forte","-2,55%","-1,39%","2,90%","-2,92%","-22,43%","-34,19%"
"Brasil CDS 20 Anos USD","BRGV20YUSAC=R","BVMF","283,82","-19,98","-","--","--","283,82","387,93","283,82","283,82","-1,95","-0,68%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Venda Forte","Venda Forte","Venda Forte","-0,68%","-0,34%","1,49%","-8,11%","-25,24%","-21,86%"
"Brasil CDS 30 Anos USD","BRGV30YUSAC=R","BVMF","305,86","-20,34","-","--","--","305,86","414,06","305,86","305,86","-1,92","-0,62%","-","--","25/03","-","","-","-","-","-","-","-","","","","","","Venda Forte","Venda Forte","Venda Forte","-0,62%","-0,60%","0,98%","-8,73%","-24,66%","-19,29%"
"Spread entre Brasil 10 anos vs EUA 10 anos","US10BR10=RR","BVMF","1.072,5","-","-","--","--","1.080,7","1.047,4","1.082,0","1.058,6","-8,2","-0,76%","-","--","06/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra Forte","-0,76%","0,00%","0,00%","1,69%","35,44%","3,60%"
"BM&F Interbanking Deposits Consolidated Interest Rate Future","DDIc1","BVMF","99.025,28","52,39","52,39","--","--","52,39","99.025,28","57,37","44,44","-1.145,14","-1,14%","20.419","--","25/03","-","","-","-","-","-","-","-","Venda","Venda","Venda","Venda Forte","Venda","Venda Forte","Neutro","Compra","-1,14%","-1,43%","-1,14%","0,42%","-1,27%","-996.330,22%"
"BM&F Interbanking Deposits Consolidated Interest Rate Future","DDIc2","BVMF","98.570,83","15,67","15,67","--","--","12,01","98.570,83","14,57","12,01","-1.134,39","-1,14%","9.960","--","25/03","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Venda Forte","Venda","Compra","-1,14%","-1,43%","-0,97%","0,58%","-1,22%","1.422.278,53%"
"BM&F Interbanking Deposits Consolidated Interest Rate Future","DDIc3","BVMF","98.193,28","10,01","10,01","--","--","10,01","98.193,28","98.193,28","10,01","-1.132,23","-1,14%","8.025","--","25/03","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Neutro","-1,14%","-1,43%","-0,92%","0,57%","-1,17%","669.247,51%"
"BM&F Interbanking Deposits Consolidated Interest Rate Future","DDIc4","BVMF","97.784,49","3,91","3,91","--","--","97.784,49","97.784,49","97.784,49","97.784,49","-1.125,86","-1,14%","-","--","25/03","-","","-","-","-","-","-","-","Compra","Compra","Compra","Compra","Compra","Venda Forte","Venda","Neutro","-1,14%","-1,45%","-0,97%","0,55%","-1,16%","842.869,71%"
"BM&F Interbanking Deposits Consolidated Interest Rate Future","DDIc5","BVMF","97.345,41","7,32","7,32","--","--","97.345,41","97.345,41","97.345,41","97.345,41","-1.115,90","-1,13%","-","--","25/03","-","","-","-","-","-","-","-","Compra","Compra","Compra","Compra Forte","Compra Forte","Venda Forte","Venda","Neutro","-1,13%","-1,45%","-1,02%","0,52%","-1,13%","932.327,34%"
"BM&F Interbanking Deposits Consolidated Interest Rate Future","DDIc6","BVMF","96.956,85","5,86","5,86","--","--","96.956,85","96.956,85","96.956,85","96.956,85","-1.104,74","-1,13%","-","--","25/03","-","","-","-","-","-","-","-","Compra","Compra","Compra","Compra","Compra","Venda Forte","Venda","Neutro","-1,13%","-1,46%","-0,99%","0,48%","-1,15%","1.010.920,32%"
"Cobre Futuros","HG","COMEX","5,5210","5,5170","5,5250","--","--","5,5155","5,5610","5,5395","5,4605","-0,0400","-0,72%","11.573","--","08:30:36","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda Forte","Neutro","Compra Forte","-0,70%","0,97%","-8,87%","-2,82%","8,30%","35,39%"
"Prata Futuros","SI","ICE","68,130","68,110","68,150","--","--","71,690","72,641","72,385","67,765","-4,511","-6,21%","19.201","--","08:30:39","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Compra Forte","-6,46%","-4,59%","-27,17%","-3,76%","94,67%","193,58%"
"Petróleo Brent Futuros","LCO","ICE","100,94","100,89","100,98","--","--","97,98","97,26","100,96","97,73","+3,68","+3,78%","145.232","--","08:30:39","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","3,76%","-2,76%","39,24%","65,85%","36,32%","29,19%"
"Petróleo WTI Futuros","CL","ICE","93,64","93,60","93,67","--","--","91,26","90,32","94,10","90,73","+3,32","+3,68%","85.621","--","08:30:33","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","3,74%","-2,54%","39,81%","63,18%","34,01%","28,48%"
"Café Contrato C Futuros","KC","ICE","316,80","316,55","317,05","--","--","314,25","316,10","316,92","313,33","+0,70","+0,22%","1.824","--","08:30:53","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Venda","-0,13%","3,10%","12,45%","-9,48%","-16,66%","78,46%"
"XAU/USD - Preço spot do ouro Dólar Americano","XAU/USD - Preço spot do ouro Dólar Americano","FX","4.445,90","4.445,67","4.446,12","--","--","4.506,53","4.506,53","4.544,24","4.413,39","-60,63","-1,35%","-","--","08:30:45","-","","-","-","-","-","-","-","Neutro","Neutro","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Neutro","Compra Forte","-1,40%","-4,48%","-15,81%","2,97%","45,40%","127,10%"
"Bitcoin","BTC/USD","Investing.com","69.397,6","-","-","--","--","71.653,1","71.653,1","71.419,0","69.205,3","-2.255,6","-3,15%","57.145","--","08:30:47","-","","-","-","-","-","-","-","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","-3,26%","-0,86%","5,23%","-20,88%","-20,54%","155,50%"
"Índice Dólar",".DXY","NYSE","99,74","-","-","--","--","99,63","99,60","99,75","99,56","+0,14","+0,14%","-","--","08:20:44","-","","1","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","0,08%","0,45%","2,12%","1,38%","-4,46%","-3,09%"
"Índice Dólar","USDIDX","Índices dos EUA","99,78","99,77","99,78","--","--","99,63","99,64","99,79","99,56","+0,14","+0,14%","-","--","08:30:27","-","","1","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","0,13%","0,54%","2,21%","1,47%","-4,38%","-3,00%"
"S&P 500 VIX","VIX","CBOE","27,48","-","-","--","--","26,49","25,33","27,59","26,30","+2,15","+8,49%","-","--","08:30:46","-","","1","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","8,41%","14,13%","38,27%","83,68%","46,92%","33,30%"
"S&P 500 Futuros","ESM26","CME","6.592,00","6.591,75","6.592,25","--","--","6.626,50","6.640,75","6.630,25","6.581,25","-48,75","-0,73%","170.197","--","08:20:56","-","","-","-","-","-","-","-","Neutro","Venda","Venda Forte","Venda Forte","Venda Forte","Venda Forte","Venda","Compra Forte","-0,70%","-0,99%","-4,28%","-4,33%","14,89%","64,55%"
"EUA a 2 anos","TUc1=","NYSE","3,939","-","-","--","--","3,916","3,881","3,941","3,912","+0,058","+1,49%","-","--","08:29:37","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","1,49%","2,77%","16,57%","13,55%","-1,38%","-1,72%"
"EUA a 5 anos","US5YT=RR","NYSE","4,042","-","-","--","--","4,013","3,982","4,042","4,009","+0,060","+1,51%","-","--","08:27:37","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","1,33%","2,93%","14,83%","8,73%","-1,38%","12,09%"
"EUA a 10 anos","TNc1=","NYSE","4,385","-","-","--","--","4,357","4,328","4,389","4,353","+0,057","+1,32%","-","--","08:30:25","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","1,36%","2,43%","10,73%","5,63%","0,61%","23,95%"
"EUA CDS 6 Meses USD","USGV6MUSAB=R","NYSE","16,20","-2,37","-","--","--","15,30","40,94","16,20","15,30","+0,89","+5,85%","-","--","24/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Venda Forte","5,85%","2,86%","63,72%","299,51%","-59,98%","-82,84%"
"EUA CDS 1 Ano USD","USGV1YUSAB=R","NYSE","20,70","-4,87","-","--","--","19,80","40,05","20,70","19,80","+0,90","+4,52%","-","--","24/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Neutro","4,52%","17,96%","76,92%","228,31%","-45,87%","-72,95%"
"EUA CDS 2 Anos USD","USGV2YUSAB=R","NYSE","27,90","-9,86","-","--","--","27,00","38,69","27,90","27,00","+0,91","+3,39%","-","--","24/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Neutro","3,39%","1,63%","29,16%","67,49%","-25,28%","-55,78%"
"EUA CDS 3 Anos USD","USGV3YUSAB=R","NYSE","31,06","-14,80","-","--","--","30,15","37,79","31,06","30,15","+0,93","+3,10%","-","--","24/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Neutro","3,10%","0,01%","23,28%","53,35%","-14,76%","-42,61%"
"EUA CDS 5 Anos USD","USGV5YUSAB=R","NYSE","37,80","-24,49","-","--","--","36,88","37,22","37,80","36,88","+0,98","+2,66%","-","--","24/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra Forte","2,66%","1,19%","20,12%","42,44%","2,52%","11,50%"
"EUA CDS 4 Anos USD","USGV4YUSAB=R","NYSE","34,21","-19,70","-","--","--","33,29","37,12","34,21","33,29","+0,95","+2,87%","-","--","24/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Neutro","2,87%","0,00%","20,73%","46,21%","-3,74%","-24,20%"
"EUA CDS 7 Anos USD","USGV7YUSAB=R","NYSE","42,74","-33,80","-","--","--","41,80","38,52","42,74","41,80","+1,02","+2,45%","-","--","24/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra Forte","2,45%","0,03%","16,08%","35,86%","13,19%","7,68%"
"EUA CDS 10 Anos USD","USGV10YUSAB=R","NYSE","46,33","-47.42","-","--","--","45,38","40,10","46,33","45,38","+1,06","+2,35%","-","--","","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra Forte","2,35%","0,07%","14,76%","32,25%","19,84%","20,87%"
"EUA CDS 30 Anos USD","USGV30YUSAB=R","NYSE","53,21","-124,50","-","--","--","52,23","43,27","53,21","52,23","+1,14","+2,20%","-","--","24/03","-","","-","-","-","-","-","-","","","","","","Compra Forte","Compra Forte","Compra Forte","2,20%","0,56%","13,30%","27,57%","31,61%","49,97%"
"Índice Dólar Futuros","DX","ICE","99,587","99.572","99.602","--","--","99,442","99,399","99,595","99,387","+0,188","+0,19%","6,600","--","","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","0,19%","0,53%","2,07%","1,57%","-4,24%","-2,86%"
"SPDR® S&P 500® ETF Trust","SPY","NYSE","656,82","-","-","651,60","--","658,67","656,82","660,89","654,24","+3,64","+0,56%","90.653.787","--","25/03","660.390.000.000","8.000.000.000","85.611.493","99,73","6,85","1,01","7,188","1,09%","Neutro","Venda Forte","Venda","Neutro","Venda Forte","Venda Forte","Venda","Compra Forte","0,56%","-0,45%","-4,25%","-3,68%","15,82%","65,66%"
"USD/MXN - Dólar Americano Peso Mexicano","USD/MXN - Dólar Americano Peso Mexicano","FX","17,8376","17,8285","17,8467","--","--","17,7360","17,7636","17,8427","17,7616","+0,0740","+0,42%","-","--","08:31:00","-","","-","-","-","-","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Venda Forte","0,44%","0,59%","3,56%","-0,93%","-12,09%","-2,68%"
"Brasilagro Adr","LND","NYSE","3,990","-","-","4,050","1,504%","4,000","3,990","4,050","3,940","+0,010","+0,25%","108.427","07.05.2026","25/03","389.530.000","965.210.000","84.481","-0,0158","-1,30K","0,18","0,121","3,03%","Venda Forte","Venda Forte","Neutro","Venda Forte","Venda Forte","Venda Forte","Neutro","Compra","0,25%","-5,23%","-5,45%","11,45%","1,27%","-17,39%"
"B3 SA Brasil Bolsa Balcao ADR","BOLSY.PK","OTC","10,15","-","-","--","--","10,36","10,15","10,47","10,14","+0,32","+3,26%","76,087","07.05.2026","","17.350.000.000","10.070.000.000","219.896","0,8812","20,45","0,31","0.45","4.55%","Venda Forte","Venda","Neutro","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","3,26%","3,25%","-2,59%","28,32%","58,10%","68,89%"
"WEG SA ADR","WEGZY.PK","OTC","9,5","-","-","9,5","--","9,3","9,5","9,5","9,2","+0,3","+3,24%","20.200","29.04.2026","25/03","38.690.000.000","40.800.000.000","53.652","1,5194","31,87","0,07","0,3","3,29%","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","3,24%","5,91%","-1,45%","5,09%","17,87%","17,28%"
"JBS SA","JBSAY.PK","OTC","14,44","-","-","--","--","15,50","14,05","15,50","13,90","+0,39","+2,78%","259.253","--","10/06","17.470.000.000","84.150.000.000","239.337","0,928","14,93","-","2,0376","14,11%","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Neutro","Compra","Compra Forte","2,78%","5,25%","-1,84%","21,55%","35,08%","2,63%"
"Companhia Siderurgica Nacional ADR","SID","NYSE","1,290","-","-","1,280","--","1,280","1,290","1,295","1,260","+0,050","+4,03%","10.245.847","06.05.2026","25/03","1.680.000.000","44.800.000.000","5.550.801","-1,51","-4,36","1,48","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Venda Forte","Venda Forte","Venda Forte","4,03%","8,40%","-23,21%","-19,38%","-25,86%","-52,40%"
"Suzano Papel e Celulose SA ADR","SUZ","NYSE","9,82","-","-","9,82","--","9,83","9,82","9,93","9,74","+0,14","+1,45%","3.531.618","07.05.2026","25/03","12.160.000.000","50.120.000.000","3.301.476","10,8156","4,75","0,2","0,19","1,96%","Neutro","Neutro","Compra","Neutro","Venda","Venda Forte","Neutro","Neutro","1,45%","0,92%","-13,33%","5,14%","4,69%","22,14%"
"Embraer SA ADR","EMBJ.K","NYSE","58,90","-","-","58,00","-1,53%","59,46","58,90","60,28","58,67","+1,07","+1,85%","1.875.079","08.05.2026","25/03","10.410.000.000","41.880.000.000","1.192.637","2,6665","28,79","0,89","0,2061","0,35%","Venda","Neutro","Venda Forte","Neutro","Neutro","Venda Forte","Venda Forte","Compra Forte","1,85%","1,45%","-18,44%","-8,50%","24,05%","276,12%"
"Banco Do Brasil SA","BDORY.PK","OTC","4,660","-","-","4,660","--","4,710","4,660","4,710","4,530","+0,090","+1,97%","263.692","13.05.2026","25/03","26.070.000.000","306.850.000.000","539.771","3,1195","7,68","0,29","0,11","2,3%","Neutro","Compra Forte","Compra Forte","Compra Forte","Neutro","Neutro","Compra","Compra Forte","1,97%","1,75%","-12,24%","17,53%","-7,17%","28,00%"
"Gerdau SA ADR","GGB","NYSE","3,500","-","-","3,560","1,714%","3,490","3,500","3,520","3,455","+0,060","+1,74%","15.954.708","27.04.2026","25/03","6.720.000.000","69.860.000.000","19.148.290","0,6891","30,46","0,93","0,0589","1,68%","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","Neutro","Venda Forte","Neutro","1,74%","6,06%","-13,37%","-5,15%","17,06%","-10,64%"
"Banco Santander Brasil SA ADR","BSBR.K","NYSE","5,790","-","-","5,790","--","5,850","5,790","5,905","5,780","+0,100","+1,76%","839.455","29.04.2026","25/03","21.540.000.000","162.490.000.000","1.010.312","3,4174","8,84","0,28","0,27","4,6%","Venda Forte","Venda","Venda","Neutro","Neutro","Venda Forte","Venda Forte","Neutro","1,76%","0,52%","-11,06%","-5,24%","20,37%","14,88%"
"Vale SA ADR","VALE.K","NYSE","15,14","-","-","14,87","-1,78%","15,16","15,14","15,35","15,08","+0,27","+1,82%","27.893.677","29.04.2026","25/03","65.000.000.000","213.600.000.000","38.042.928","3,23","24,54","0,95","1,2761","8,43%","Neutro","Neutro","Compra Forte","Compra Forte","Compra","Compra","Compra","Compra Forte","1,82%","3,49%","-11,87%","16,19%","48,87%","1,14%"
"Ultrapar Participacoes SA ADR","UGP","NYSE","5,410","-","-","5,360","--","5,370","5,410","5,410","5,315","+0,130","+2,46%","7.303.307","06.05.2026","25/03","5.820.000.000","142.370.000.000","2.235.713","2,4291","11,65","0,59","0,2771","5,12%","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","2,46%","6,08%","7,13%","43,50%","73,95%","113,83%"
"Petroleo Brasileiro ADR Reptg 2 Pref","PBRa","NYSE","18,13","-","-","18,12","--","17,78","18,13","18,24","17,70","+0,18","+1,00%","8.365.798","11.05.2026","25/03","123.930.000.000","497.550.000.000","11.830.201","8,5446","5,05","0,16","1,0105","5,57%","Venda","Compra","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","1,00%","1,28%","17,73%","60,87%","38,19%","103,25%"
"Usinas Siderurgicas de Minas Gerais","USNZY.PK","OTC","1,2700","-","-","--","--","1,2600","1,2700","1,2829","1,2500","+0,0100","+0,79%","85.981","24.04.2026","25/03","1.600.000.000","26.260.000.000","120.693","-2,5007","-2,49","1,05","-","-","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra Forte","Compra","0,79%","10,43%","-5,22%","20,95%","27,00%","-4,51%"
